,course_name,instructor,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,len descreption,amount of discount
2813,Arduino Embedded C With Electronics/Schematics/PCB,Daniel McCarthy,"Learn all about schematics, Printed Circuit Boards and Firmware Programming With Embedded C",4.8,328,4.0,22,Beginner,269.99,719.99,Normal,17863.0,91,450.0
2814,Python for Data Science Master Course (2022),"Mohit Uniyal, Coding Minutes","Level up in Data Science using Python, master Numpy, Pandas, Data Visualisation, Web Scraping, Automation, SQL & more.!",4.3,328,22.5,161,All Levels,269.99,1399.99,Normal,1909.0,119,1130.0
2815,Dart & Flutter | The Complete Flutter Development Course,"Hussain Mustafa, Codestars • over 2 million students worldwide!",2022 Complete Guide To Flutter Development - Build 7 Native Cross-Platform iOS and Android Apps Using Flutter.,4.5,328,19.0,165,All Levels,229.99,1199.99,Normal,2778.0,110,970.0
2816,Learning Pivotal Cloud Foundry for Web Developers,Packt Publishing,Become proficient in deploying and managing applications on Cloud Foundry.,4.1,328,2.0,20,Intermediate,229.99,779.99,Normal,1724.0,74,550.0
2817,Godot Game Engine - The Complete Course,Suspendee Studios,Learn to make games in the Godot Game Engine and become a game developer.,3.3,328,6.0,43,All Levels,269.99,1299.99,Normal,25827.0,73,1030.0
2818,PostgreSQL v12 Database Administration  on Win/Linux- Part 2,Sadiq Basha,"Comprehensive Guide to PostgreSQL v12 Database Replication :  Walk-in a Beginner, Walk-Out an Expert",4.4,328,6.5,36,All Levels,269.99,349.99,Normal,2463.0,100,80.0
2819,Node.js - The Complete RESTful API Masterclass (2022),Ghulam Abbas,"Node.js : Build fast, scalable and powerful Nodejs RESTful APIs using Express & MongoDB from Development to Deployment",4.4,327,11.0,89,All Levels,199.99,229.99,Normal,5493.0,118,30.0
2820,Hands-on Chatbots with Google Dialogflow,Loony Corn,Formerly known as API.AI,4.5,327,4.0,35,Beginner,269.99,719.99,Normal,2608.0,24,450.0
2821,Web & API Automation by KATALON STUDIO(Best for Newbies),Testing World,Katalon Studio | Katalon Recorder| Katalon Analytics | Scripting | Code Management | Reporting |BDD TestCases|Framework,4.4,327,17.0,139,Beginner,229.99,529.99,Normal,3500.0,119,300.0
2822,*UPDATED* DOM 2022 Build Dynamic Websites JavaScript Part 2,Clyde Matthew,"Advanced Document Object Model (DOM) Coding. Events, bubbling, hierarchy. Become a PRO in easy steps. Course 2 of 2",4.9,327,9.5,131,Intermediate,269.99,1299.99,Normal,2308.0,115,1030.0
2823,First Guide to Dashboards using IBM Cognos Analytics (V11),Packt Publishing,Create amazing Dashboards using Cognos Analytics and see how to reap useful information by combining variety of data,3.9,327,3.0,23,Beginner,269.99,779.99,Normal,1720.0,116,510.0
2824,Twitter SwiftUI Clone | iOS 14 & Swift 5 | Firestore | MVVM,Stephan Dowless,Build A Twitter Clone With Swift UI | iOS 14 | MVVM | Swift 5 with Direct Messaging,4.0,327,13.5,56,Beginner,269.99,1299.99,Normal,1765.0,83,1030.0
2825,"Seven to Heaven - HTML5, CSS3 and jQuery Course",Piximum Agency,"Learn modern web design and build 7 real world websites while learning HTML5, CSS3 and JavaScript library- jQuery.",4.5,326,10.0,60,All Levels,269.99,1399.99,Normal,16025.0,114,1130.0
2826,Build Android Apps with App Inventor 2 - No Coding Required,Stone River eLearning,"Android application,App Inventor 2,Google Play Store,Basic Programming",4.8,326,17.0,206,All Levels,269.99,849.99,Bestseller,1914.0,70,580.0
2827,Azure Active Directory for .NET Developers (AD and B2C),Bhrugen Patel,Learn how to authenticate API and .NET Web Application with Azure Active Directory and B2C (external logins),4.4,326,3.5,56,Intermediate,199.99,229.99,Bestseller,2151.0,108,30.0
2828,Angular 14 - Beginner Practical Guide [2022],Fadi Nouh,Your Best and Fastest Guide to Learn Angular with Real-World Practical Example,4.6,326,8.5,87,All Levels,229.99,269.99,Normal,2947.0,78,40.0
2829,Intro to Flask,Anthony Herbert,A short course that teaches you the fundamentals of Flask.,4.6,325,2.5,8,Beginner,199.99,229.99,Normal,4557.0,58,30.0
2830,Adobe Experience Manager CMS Basics,Manuel Daniel Gutiérrez Marín,Learn what AEM/CQ5 is by looking into and modifying a simple existing website application,4.0,325,1.5,53,Beginner,229.99,349.99,Normal,1303.0,89,120.0
2831,Fastlane for React Native: Deploy your app autonomously!,Cory McAboy,Deploy your React Native apps with a click of a button!,4.4,325,2.5,35,Intermediate,269.99,419.99,Normal,1885.0,55,150.0
2832,Become A Professional Java Developer From Scratch,Awesome Tuts,Master The Worlds Most Popular Programming Language And Become A Pro Developer From Scratch,4.4,325,6.0,115,All Levels,269.99,719.99,Normal,14883.0,91,450.0
2833,Become a Highly Paid JavaScript Developer in 2 Weeks,XEO Learning,Do you want to learn JavaScript and become a professional front end developer? Let's start speaking JavaScript today!,3.9,325,4.0,35,All Levels,269.99,729.99,Normal,2736.0,117,460.0
2834,Flutter Web Development Course Build Complete FlutterWeb App,Yazdani Chowdhury,"Flutter Web development Course Will Teach You-How To Build Complete Web App Using Flutter,Flutter Web App,Flutter UI",2.5,325,2.0,10,All Levels,269.99,1299.99,Normal,36029.0,116,1030.0
2835,Beginner's Guide to Elm Programming. Build Web Apps!,"Mammoth Interactive, John Bura",A Beginner's Guide to Elm Programming for Aspiring Web App Developers & Entrepreneurs. Build Web Apps from Scratch.,4.2,325,5.0,44,Beginner,319.99,1399.99,Normal,1625.0,115,1080.0
2836,Microservices Interview Questions Preparation Course,KnowledgePowerhouse !,Learn everything about Microservices. Save time in Interview preparation.,3.2,325,3.5,61,All Levels,229.99,1199.99,Normal,1576.0,73,970.0
2837,50 Informatica Interview Scenarios - Solved,Saif Shaikh,Informatica Scenarios Practically Solved with explanation.,4.3,325,7.0,50,All Levels,269.99,319.99,Bestseller,1804.0,58,50.0
2838,Salesforce Apex Coding & VisualForce Designing for beginners,Aslam Tayyab,Learn how to Code in Salesforce and Design VisualForce Pages Quickly and Easily,4.0,324,2.0,17,All Levels,229.99,519.99,Normal,1984.0,79,290.0
2839,Mastering CSS Grid 2022 - With 3 cool projects,Daryl Duckmanton,"The future of layouts. It's like Flexbox, but dialled up to eleven",4.8,324,17.5,147,All Levels,269.99,1299.99,Normal,42142.0,66,1030.0
2840,NestJs in Practice (with MongoDB),Angular University,It's like Angular but for the backend! Build a modern REST backend with Typescript and the familiar Angular API,4.6,324,4.5,44,All Levels,319.99,649.99,Normal,2130.0,111,330.0
2841,Python GUI Programming Recipes using PyQt5,Packt Publishing,Learn to design a UI with help of PyQT5,4.1,324,4.0,25,Intermediate,269.99,779.99,Normal,1347.0,39,510.0
2842,Programming Internet of Things - Beginning to Advanced Level,- SchoolSteps,A guide to learn IoT programming from beginning to advanced level,4.1,324,7.0,68,All Levels,269.99,319.99,Normal,3333.0,65,50.0
2843,Docker Kubernetes MasterClass : Hands-On DevOps from Scratch,LevelUp360° DevOps | Selenium | GCP | Terraform | Kubernetes | Ansible,"Implement Kubernetes Build Test Execute Docker App in Kubernetes Cluster, 100% hands-on in Docker Kubernetes for DevOps",4.3,324,26.0,169,All Levels,229.99,1199.99,Normal,3064.0,119,970.0
2844,Data integration (ETL) with Talend Open Studio,Andrejs Zaharovs,Talend - from basics to advanced technics.,3.3,324,8.5,52,All Levels,349.99,349.99,Normal,1118.0,42,0.0
2845,Build Real World Food Delivery App with Xamarin Forms,Asfend Yar Hamid,Learn Xamarin Forms Real World Application From Beginning to End,4.3,323,4.0,78,All Levels,269.99,1299.99,Normal,1568.0,64,1030.0
2846,OpenID Connect & JWT: Identity as a Service for your Apps,Matthias Biehl,"Higher signups & conversion for your apps - add login with Google, Facebook, LinkedIn - learn how",4.3,323,7.0,47,All Levels,229.99,1199.99,Normal,2361.0,97,970.0
2847,React JS: Learn React JS From Scratch with Hands-On Projects,Oak Academy,"Learn ReactJS from scratch with Router, Hooks and Context. Become React JS Web Developer and create React JS project",4.6,323,10.0,88,All Levels,269.99,1299.99,Normal,3446.0,116,1030.0
2848,Real Time Single Page Forum App with Pusher Laravel & vuejs,Sarthak Shrivastava,Making Things Realtime With Pusher in Single Page App,4.1,323,11.5,119,Intermediate,229.99,849.99,Normal,1498.0,53,620.0
2849,Technical Writing: How to Write API Software Documentation,JPDocu School of Technical Writing,A framework to follow when you write software documentation about an API as a technical writer,3.9,323,1.5,40,Beginner,269.99,1299.99,Normal,11109.0,94,1030.0
2850,JavaScript Game Development Step by Step,Next Edge Coding,"Create 3 JavaScript games step by step in 1 course, learn animations and publish your games on free GitHub page.",3.9,323,7.0,71,All Levels,269.99,719.99,Normal,3838.0,112,450.0
2851,Nuxt JS with Laravel API - Building SSR Vue JS Apps,Ryan Dhungel,"Learn Laravel API Development. Learn Nuxt JS from Scratch to build SPA, Static and SSR Vue JS Web Apps with Vuex.",4.0,323,9.0,100,All Levels,199.99,229.99,Normal,1593.0,113,30.0
2852,Building Applications with React 17 and ASP.NET Core 6,Felipe Gavilán,"Use React, Hooks, ASP.NET Core, Entity Framework Core, Bootstrap, Leaflet and JWT to create a complete web application",4.6,323,19.5,183,Intermediate,269.99,579.99,Normal,2266.0,118,310.0
2853,Ultimate Java Development and Certification Guide,"Eduonix Learning Solutions, Eduonix-Tech .",Learn to program in java and become a Oracle Java certified developer,3.9,323,9.5,74,All Levels,269.99,319.99,Normal,8218.0,69,50.0
2854,Master Laravel PHP with basic to advanced project:Job portal,Ranjeet Karki,Laravel  recruitment app.  Follow this course in Laravel 7 or 8 version. We will make awesome job portal web application,4.6,323,22.5,172,All Levels,229.99,1199.99,Normal,1520.0,120,970.0
2855,Ruby Metaprogramming - Complete Course,Said Abduvaliev,Learn metaprogramming! Start writing elegant Ruby & Rails code and understanding all the magic behind Ruby on Rails.,4.8,323,5.0,39,All Levels,479.99,479.99,Normal,1718.0,116,0.0
2856,Learn Python Fast and Easy Way,UI5 Community Network,"In this course we will cover the basics of Python Language, it's syntax and fundamentals with Jupyter Notebook",4.1,322,3.5,25,Beginner,229.99,479.99,Normal,13001.0,110,250.0
2857,HTML5 Specialist: Comprehensive HTML5 Training,"Dollar Design School, Mark Lassoff","Learn HTML and CSS (with HTML5) from master trainer, Mark Lassoff - No experience required. Certification Available.",4.9,322,4.0,82,All Levels,199.99,229.99,Normal,3676.0,116,30.0
2858,Introduction To Alteryx Designer Core Profession Certificate,Step2C Education,Learn The Basics Of Alteryx And Start your Alteryx Profession certification Career.,3.5,322,0.7333333333333333,9,Beginner,199.99,229.99,Normal,4816.0,83,30.0
2859,Python Desktop Application Development with PyQt,Mahmoud Ahmed,A-Z To Create a Powerful Desktop Applications Using Python And Qt Framwork From Scratch To Developing Your Projects,3.7,322,7.0,82,All Levels,269.99,1399.99,Normal,1641.0,115,1130.0
2860,Ruby on Rails Foundations,Jordan Hudgens,"An in depth tutorial for learning the Ruby on Rails web framework, from basic principles to advanced coding techniques.",4.3,322,6.5,73,All Levels,199.99,229.99,Normal,1997.0,119,30.0
2861,Getting Started with Magento,Packt Publishing,Learn how to use the world's #1 eCommerce platform and set up your own online store,3.9,322,3.5,48,All Levels,269.99,629.99,Normal,1758.0,83,360.0
2862,The Complete PHP CodeIgniter Course: Beginner To Advanced,"Joe Parys, Shahzaib Kamal, Joe Parys Support",In this complete CodeIgniter Course Students Will Go From Beginner To Advanced Learning open source rapid development,3.8,321,4.0,30,All Levels,269.99,1299.99,Normal,18065.0,117,1030.0
2863,Learn Parallel Computing in Python,James Cutajar,"Discover Multithreading, Multiprocessing, Concurrency & Parallel programming with practical and fun examples in Python",4.7,321,5.0,46,Intermediate,269.99,1299.99,Normal,2150.0,118,1030.0
2864,Bootstrap Studio Tutorial Version 6.1 Learn Bootstrap Studio,Karan Khandekar,"Bootstrap studio tutorial for beginners' step by step, Bootstrap studio templates free download, BSS Version 6.0",4.5,321,10.0,75,All Levels,269.99,1299.99,Normal,10211.0,112,1030.0
2865,Learn to think like a programmer with Python,Willow Bits,"Learn the art of thinking like a programmer, a university-level course",4.5,321,13.0,133,Beginner,199.99,229.99,Normal,17639.0,70,30.0
2866,HTML5 Canvas Ultimate Guide,Alperen Talaslıoğlu,"Most powerful drawings, animations, web applications and games with HTML5 Canvas by using JavaScript",4.5,321,10.0,73,All Levels,269.99,719.99,Normal,3349.0,100,450.0
2867,Game Development in JS - The Complete Guide (w/ Phaser 3),"Eincode by Filip Jerga, Filip Jerga",Start building your own games and publish them on Facebook. Learn how to create HTML5 games in Javascript with Phaser 3.,4.7,321,21.5,198,All Levels,319.99,819.99,Bestseller,2985.0,120,500.0
2868,Survival Analysis in R,R-Tutorials Training,"Use R to master survival analysis, duration analysis, event time analysis or reliability analysis.",4.3,320,4.0,48,All Levels,229.99,719.99,Normal,1645.0,98,490.0
2869,"Master Vuejs from scratch (incl Vuex, Vue Router)",Kati Frantz,Learn and master one of the most popular frontend frameworks by building awesome projects,4.7,320,5.0,60,All Levels,269.99,1299.99,Normal,10768.0,89,1030.0
2870,Certified Web Application Security Tester (C-WAST),Cyber Security & Privacy Foundation Pte Ltd,"webportal security, webportal testing, webportal design, web apps security, ethical hacking, webportal hacking",3.5,320,4.0,35,Intermediate,199.99,229.99,Normal,4863.0,110,30.0
2871,The Design and Analysis of Algorithm Masterclass [ 2021],Up Degree,Algorithm & Data Structures will help you to Crack Coding Interviews (C/C++Java/Python) Learn Algorithm Data Structures,4.4,320,12.5,62,Beginner,269.99,749.99,Normal,2239.0,119,480.0
2872,The Complete Machine Learning 2022 : 10 Real World Projects,MG Analytics,"Complete Beginner to Expert Guide-Data Visualization,EDA,Numpy,Pandas,Math,Statistics,Matplotlib,Seaborn,Scikit,NLP-NLTK",4.5,320,37.5,137,All Levels,269.99,779.99,Normal,3512.0,120,510.0
2873,Advanced C Programming Masterclass: Pointers & Memory in C,Vlad Budnitski,"Advanced Concepts in C Language - Pointers Masterclass, Memory Addressing, Low-Level Programming, Embedded C Preparation",4.6,319,29.5,194,Intermediate,269.99,719.99,Bestseller,5023.0,120,450.0
2874,Machine Learning : A Beginner's Basic Introduction,Bluelime Learning Solutions,Learn Machine  Learning Basics with a Practical Example,4.0,319,2.0,17,Beginner,269.99,719.99,Normal,25365.0,55,450.0
2875,Laravel 9 - Build Complete Inventory Management System A-Z,"Kazi Ariyan, easy Learning","In This Course, You Will Build Two Different Projects With Laravel 9 including Inventory Management System A-Z",4.6,319,34.5,196,All Levels,229.99,819.99,Normal,2285.0,110,590.0
2876,SQL for Tech and Data Science Interviews,"365 Careers, Tina Huang",Do you want to ace your SQL tech or data science interview? This Is the perfect resource for you!,4.5,318,2.5,23,All Levels,269.99,1299.99,Normal,2876.0,97,1030.0
2877,C# From Beginner to Advanced,"Ermin Kreponic, Aldin Omerdic",A Complete Guide to learning how to program using C#. Go from Beginner to Advanced level with coding exercises!,3.8,318,11.5,68,All Levels,269.99,1299.99,Normal,1833.0,111,1030.0
2878,"What Is ""LEAN"" or ""AGILE"" Business Analysis?",Tom and Angela Hathaway,Understanding How Lean Principles Affect Your Requirements Discovery Process in Standard or Agile Software Development,4.5,318,2.5,20,All Levels,199.99,229.99,Normal,7077.0,118,30.0
