,course_name,instructor,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,len descreption,amount of discount
635,SAP ABAP Training - in Plain English,Siva Prasad,ABAP for absolute beginners - No Programming knowledge required,4.5,2622,18.5,100,Beginner,269.99,1399.99,Bestseller,16025.0,63,1130.0
636,"Complete NodeJS Developer in 2023 (GraphQL, MongoDB, + more)","Andrei Neagoie, Adam Odziemkowski, Zero To Mastery","Learn from real NodeJS experts! Includes REALLY Advanced NodeJS. Express, GraphQL, REST, MongoDB, SQL, MERN + much more",4.6,2621,46.5,430,All Levels,229.99,1199.99,Normal,17371.0,119,970.0
637,Machine Learning Practical: 6 Real-World Applications,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Rony Sulca, Ligency Team",Machine Learning - Get Your Hands Dirty by Solving Real Industry Challenges with Python,4.4,2621,8.5,83,Intermediate,319.99,1599.99,Normal,19222.0,87,1280.0
638,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,Dave Hollingworth,"Learn to write faster, easier to maintain, more secure PHP websites by using a model-view-controller framework",4.5,2615,3.0,66,All Levels,269.99,579.99,Bestseller,10095.0,110,310.0
639,HTML5 Ultimate Guide,Learn Tech Plus,HTML5 For Web Development: Quickly Master HTML5 By Building A Project From Scratch,4.0,2615,5.5,169,All Levels,229.99,1199.99,Normal,239174.0,82,970.0
640,Master Laravel 8 for Beginners & Intermediate,"Piotr Jura | 35,000+ Enrollments",Get from zero to proficiency in the Laravel Framework! Course for beginners and intermediate students!,4.4,2609,33.5,289,All Levels,319.99,529.99,Normal,13392.0,102,210.0
641,Python for beginners - Learn all the basics of python,Kiran Gavali,Learn how to program in python- python functions-python basic apps - python tips and tricks - Other Python features,4.2,2606,5.0,27,Intermediate,269.99,1299.99,Normal,198541.0,115,1030.0
642,Data Science: Supervised Machine Learning in Python,"Lazy Programmer Team, Lazy Programmer Inc.",Full Guide to Implementing Classic Machine Learning Algorithms in Python and with Scikit-Learn,4.7,2592,6.5,53,Beginner,319.99,319.99,Normal,19514.0,94,0.0
643,Design Patterns in Python,Dmitri Nesteruk,Discover the modern implementation of design patterns in Python,4.5,2587,9.0,107,Intermediate,269.99,719.99,Normal,17739.0,63,450.0
644,The Complete Python Developer Certification Course,"Imtiaz Ahmad, Job Ready Programmer Inc.",Master Python and pass the PCEP-30-01 and the PCAP-31-02 Exams and become an industry ready python developer!,4.5,2587,12.0,60,All Levels,269.99,1299.99,Normal,13990.0,109,1030.0
645,The Complete Database Design & Modeling Beginners Tutorial,Rares Ilea,Learn Database Design the easy way. Go from simple to complex with a real life example: online store's DB using MySQL.,4.3,2587,2.5,24,Beginner,269.99,679.99,Bestseller,20778.0,118,410.0
646,1 Hour CSS,John Bura,Learn how to code in CSS in 1 hour. This class is set up for complete beginners!,4.4,2585,2.5,16,Beginner,269.99,719.99,Normal,61213.0,80,450.0
647,"REST API Testing, Automation using POSTMAN",Tejasvi Hegde,"Learn many features of the POSTMAN REST client for testing Restful API's, file uploads, data driven testing & many more.",4.4,2584,8.0,78,All Levels,229.99,319.99,Normal,14234.0,120,90.0
648,Data Structures and Algorithms Bootcamp,Jonathan Rasmusson,How to ace your Silicon Valley style coding interview,4.6,2580,6.5,139,Beginner,319.99,1599.99,Normal,16114.0,53,1280.0
649,The Complete Introduction to C++ Programming,Yassin Marco,Learn all the Basics of C++ by practice and the creation of various basic C++ applications,4.3,2573,5.0,33,Beginner,229.99,599.99,Normal,171220.0,90,370.0
650,Learn To Code By Making a 2D Platformer in Unity,James Doyle,Game development made easy. Learn C# using Unity and create your very own 2D Platformer,4.6,2568,13.0,84,Beginner,269.99,349.99,Normal,8770.0,87,80.0
651,"Serverless Framework Bootcamp: Node.js, AWS & Microservices",Ariel Weinberger,Learn how to develop reliable and scalable back-end applications effortlessly using Serverless Framework,4.4,2555,5.5,77,All Levels,229.99,269.99,Normal,61814.0,104,40.0
652,The Python Programming A-Z Definitive Diploma in 2022,SDE Arts | Octavo,"The Hands-On Guide to Master Modern Python and Data, to Advance your Dev and Data Career in no time!",4.2,2554,5.5,95,All Levels,269.99,1399.99,Normal,217531.0,100,1130.0
653,"Python Programming Bible | Networking, GUI, Email, XML, CGI",Frahaan Hussain,"Python 3 is one of the most popular programming languages. Companies like Facebook, Microsoft and Apple all want Python",4.2,2551,6.0,97,All Levels,269.99,1299.99,Normal,113967.0,119,1030.0
654,Master Network Automation with Python for Network Engineers,"Andrei Dumitrescu, Crystal Mind Academy","Real-Life Hands-On Python and Ansible Automation: Netmiko, Paramiko, Napalm, Telnet, Ansible, Cisco, Arista, Linux etc",4.6,2548,20.0,233,All Levels,269.99,719.99,Bestseller,19557.0,118,450.0
655,Computer Graphics with Modern OpenGL and C++,Ben Cook,"Learn the theory and code behind modern OpenGL graphical applications so you can make games, simulations and more!",4.5,2541,21.5,40,Intermediate,269.99,1399.99,Bestseller,17526.0,114,1130.0
656,The Complete HTML5 Course: From Beginning to Expert,Creative Online School,"Master yourself in HTML5: Interactive way, step by step and easy to follow. Great for Absolute Beginners!!",4.3,2535,5.0,73,All Levels,269.99,1399.99,Normal,190690.0,106,1130.0
657,Data Science 2022 : Complete Data Science & Machine Learning,"Jitesh Khurkhuriya, Python, Data Science & Machine Learning A-Z Team","Learn and master the Data Science, Python for Machine Learning, Math for Machine Learning, Statistics for Data Science",4.6,2534,26.0,281,All Levels,319.99,1599.99,Normal,16918.0,118,1280.0
658,Building Recommender Systems with Machine Learning and AI,"Sundog Education by Frank Kane, Frank Kane, Sundog Education Team","How to create machine learning recommendation systems with deep learning, collaborative filtering, and Python.",4.6,2529,11.5,128,Intermediate,229.99,269.99,Bestseller,41971.0,110,40.0
659,Apache Airflow: The Hands-On Guide,Marc Lamberti,"Master Apache Airflow from A to Z. Hands-on videos on Airflow with AWS, Kubernetes, Docker and more",4.6,2522,14.0,113,All Levels,269.99,719.99,Normal,19120.0,99,450.0
660,Data Structures & Algorithms Essentials using C++ (2022),"Prateek Narang, Coding Minutes","Master core computer science concepts by mastering data structures, algorithms & problem solving using C++",4.4,2501,27.0,243,All Levels,319.99,1599.99,Normal,14345.0,106,1280.0
661,MS SQL Server: Learn MS SQL Server from Scratch,Oak Academy,"This MS SQL server course teaches how to create database with MS SQL query, to manage SQL database ( MS SQL server )",4.4,2500,5.5,44,Beginner,269.99,849.99,Normal,11018.0,116,580.0
662,Unit Testing and Test Driven Development in Python,Richard Wells,Learning the discipline of Test Driven Development (also known as TDD) Using the Python Programming Language,4.2,2495,2.0,23,Beginner,269.99,319.99,Normal,10844.0,108,50.0
663,Deep Learning: GANs and Variational Autoencoders,"Lazy Programmer Team, Lazy Programmer Inc.","Generative Adversarial Networks and Variational Autoencoders in Python, Theano, and Tensorflow",4.7,2488,8.0,54,Intermediate,319.99,319.99,Bestseller,24053.0,94,0.0
664,Web Scraping In Python: Master The Fundamentals,Maximilian Schallwig,Master web scraping with Python,4.4,2483,4.0,27,Intermediate,269.99,1299.99,Normal,10282.0,31,1030.0
665,Careers in Data Science A-Z™,"Kirill Eremenko, Hadelin de Ponteves, Ligency I Team, Ligency Team","How to Become a Top Level Data Scientist - Learn What to Expect, How to be Prepared, How to Stand Out and More...",4.6,2481,3.5,52,Beginner,319.99,1399.99,Normal,12455.0,113,1080.0
666,Python for Statistical Analysis,"Samuel Hinton, Ligency I Team, Ligency Team",Master applied Statistics with Python by solving real-world problems with state-of-the-art software and libraries,4.4,2475,8.5,56,Beginner,269.99,1399.99,Normal,52970.0,113,1130.0
667,Introduction to Time Series Analysis and Forecasting in R,R-Tutorials Training,"Work with time series and all sorts of time related data in R - Forecasting, Time Series Analysis, Predictive Analytics",4.4,2471,8.5,74,All Levels,229.99,719.99,Bestseller,12754.0,119,490.0
668,Microsoft Powerapps Essential Training 2021,"Business World, Shaher Yar Hamid",Create Business Apps Without Coding,4.3,2470,2.0,43,Beginner,269.99,529.99,Normal,7991.0,35,260.0
669,Gradle Fundamentals,Jimmy H.,Learn the fundamentals of Gradle,4.2,2461,3.5,45,Beginner,199.99,229.99,Normal,10010.0,32,30.0
670,Java Enterprise Edition 8 for Beginners course,"Tim Buchalka's Learn Programming Academy, Luqman Saeed","Understand Jakarta EE, JPA, CDI, JAX-RS, REST, JWT, JSON-P and JSON-B and more. Add ""JEE Developer"" to your résumé!",4.1,2458,30.0,385,All Levels,319.99,619.99,Normal,15791.0,115,300.0
671,Python Mega Course : Go Beginner to Expert in Python3,Funky Programmer,"Python Programming Beginner to Advanced. MongoDB, SQLite, List, Tuple , OOP, Datastructure etc",3.9,2455,11.0,129,All Levels,269.99,799.99,Normal,200119.0,94,530.0
672,Complete Javascript & jQuery Course with Bonus Vue JS Intro,"Ivan Lourenço Gomes, Learn IT University, Andrii Piatakha","Learn Javascript, jQuery and Ajax from the start + Bonus Intro to Vue JS 3. Incudes complete written course material!",4.6,2449,17.0,98,All Levels,269.99,619.99,Normal,178665.0,117,350.0
673,The Complete SSL and TLS Guide 2022: HTTP to HTTPS,"Bogdan Stashchuk | Software Engineer, MBA, PhD","Configure Cloudflare, FREE Let's Encrypt SSL/TLS certificate, NGINX and Apache web servers, create CSR SSL request",4.5,2446,11.0,112,All Levels,269.99,819.99,Bestseller,36124.0,114,550.0
674,Learn C# By Building Applications,Avetis Ghukasyan,Learn C# 6 and C# 7 by understanding the core concepts and using them to build real world .NET console applications.,4.6,2440,13.5,99,All Levels,269.99,1399.99,Normal,70068.0,116,1130.0
675,Java Swing (GUI) Programming: From Beginner to Expert,John Purcell,Learn how to create desktop and Internet GUI Java programs and take your Java programming to the next level.,4.7,2431,14.0,93,All Levels,269.99,349.99,Bestseller,18429.0,108,80.0
676,The Complete PHP MYSQL Professional Course with 5 Projects,Jazeb Akram,Learn PHP MYSQL by building 5 Projects including PHP Regular Expressions & CMS | Become a Full Stack Back-End Developer.,4.3,2424,20.0,156,All Levels,319.99,1599.99,Normal,45037.0,120,1280.0
677,CSS - Basics to Adv for front end development [2022],"EdYoda Digital University, Qaifi Khan","Complete guide to create beautiful, responsive and user-friendly websites using CSS3. Learn CSS3 with hands-on projects",4.4,2420,5.0,48,Beginner,229.99,479.99,Normal,218641.0,119,250.0
678,Testing Spring Boot: Beginner to Guru,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy","Become an Expert Testing Java and Spring Boot Applications using JUnit 5, Mockito, Spring Boot, and More!",4.6,2414,17.0,214,All Levels,269.99,1299.99,Bestseller,21346.0,105,1030.0
679,Vue JS 2.0 - Mastering Web Apps,David Joseph Katz,"Create the VueJS 2.0 apps you always wanted. Build 5 apps, learn development secrets, VueRouter, Vuex, & more!",4.4,2406,4.5,69,All Levels,269.99,619.99,Normal,60382.0,110,350.0
680,Data Science Career Guide - Interview Preparation,Jose Portilla,Prepare for your Data Science Interview with this full guide on a career in Data Science including practice questions!,4.4,2401,4.0,110,All Levels,269.99,1299.99,Bestseller,19561.0,118,1030.0
681,Elegant Automation Frameworks with Python and Pytest,Brandon Blair,"Fast, scalable, professional-grade framework design",4.2,2394,6.0,15,Intermediate,319.99,849.99,Bestseller,11024.0,51,530.0
682,Asp.Net MVC 5 - Ultimate Guide - In depth & Sample Project,Web University by Harsha Vardhan,"Asp.Net Mvc, Asp.Net Core Mvc, Repository Pattern, Web Api, Asp.Net Identity, Entity Framework",4.6,2391,21.5,208,All Levels,269.99,319.99,Normal,11910.0,94,50.0
683,Make Your First 2D Game with Unity & C# - Beginner Course,Noa Calice (aka Blackthornprod),Beginner Course to Game Development : Learn how to use Unity and Program in C# by Making a Small 2D Game from A to Z.,4.8,2387,4.0,45,Beginner,319.99,599.99,Normal,7586.0,117,280.0
684,Django master course with real world practical project 2022,Arash Shahvar,Django from zero to hero :  from learning all basic of python to advanced Django real world website project,4.1,2387,49.5,359,Expert,269.99,1299.99,Normal,24937.0,107,1030.0
685,Mule 4 Indepth,Sivaprasad Valluru,Learn mule4 step by step  starting from basics to Advanced and clear mule certification,4.2,2386,13.5,46,All Levels,229.99,229.99,Bestseller,11097.0,87,0.0
686,The Python Developer Essentials 2022 Immersive Bootcamp,Ahmed Ibrahim,Learn the skills you need to become a Professional and Certified Python Developer with this Complete Training Course,4.4,2386,5.5,79,All Levels,269.99,849.99,Normal,190875.0,116,580.0
687,Practical Web Design & Development: 7 Courses in 1,Creative Online School,"Master in Practical Web design and development using Photoshop, HTML5, CSS3, Bootstrap and more.",4.6,2385,5.5,76,All Levels,229.99,1199.99,Normal,288666.0,96,970.0
688,Learn T-SQL From Scratch For SQL Server Administrator,Raphael Asghar,All the information needed within the courses to set yourself for a successful career as a SQL Production DBA,4.5,2383,9.0,63,Beginner,199.99,229.99,Normal,15441.0,109,30.0
689,Getting Started With Apache Cassandra ,Infinite Skills,Learn everything you need to know to use Apache Cassandra,4.4,2382,8.0,124,All Levels,269.99,479.99,Bestseller,13094.0,57,210.0
690,Game Development/Art - Create a 2D Action Game with Unity/C#,Noa Calice (aka Blackthornprod),"Game development & Game art/animation. Create a 2D top down shooter using Unity 2018, C# and Ps/Gimp.",4.7,2374,5.0,52,Beginner,269.99,599.99,Normal,11591.0,101,330.0
691,.NET 5 Web API & Entity Framework Crash Course,Patrick God,Build your RESTful web service with .NET 5 Web API from the ground up and use Entity Framework to create your database.,4.4,2374,3.0,50,All Levels,269.99,419.99,Normal,11523.0,119,150.0
692,DRUPAL TUTORIAL: Drupal 8 Beginner to Advanced in 8 PROJECTS,Srikanth Shirodkar,"Learn LATEST Drupal 8 Tutorial HANDS-ON with COMPLETE real life examples. BONUS assignments, tips, tricks, and pitfalls!",4.3,2370,7.5,79,Beginner,319.99,1599.99,Bestseller,10724.0,120,1280.0
693,Learn SQL +Security(pen) testing from Scratch,Rahul Shetty,Step by step Tutorial to learn SQL and Web Security testing with real time examples,4.6,2369,13.5,117,All Levels,269.99,1299.99,Bestseller,15082.0,83,1030.0
694,HP-UFT 12.0 Automation,Coding Gears | Train Your Brain,Learn the fundamentals of HP-UFT Functional Automation,4.3,2366,13.0,55,All Levels,269.99,479.99,Normal,21006.0,54,210.0
695,Learn Socket Programming in C from Scratch,"Eduonix Learning Solutions, Eduonix-Tech ., Eduonix Support",Master the socket programming concepts and start building networked applications in C programming language,3.9,2365,1.5,11,Intermediate,199.99,229.99,Normal,33892.0,106,30.0
696,Rest Api's in Asp.Net Core and C# 2022 Edition,Asfend Yar Hamid,"Build REST Api's with Asp.Net Core  , Entity Framework Core and C#",4.5,2363,7.0,123,All Levels,319.99,479.99,Normal,12907.0,66,160.0
697,OAuth 2.0 in Spring Boot Applications,Sergey Kargopolov,The New OAuth 2.0 Stack in Spring Security 5,4.6,2354,11.0,187,All Levels,319.99,479.99,Bestseller,16815.0,44,160.0
698,A 16 Hour C# Course With Microsoft Visual Studio 2013,T O,"Quadruple Your Skills: Learn C# , Microsoft Visual Studio 2013, Debugging and SQL Server Basics!",4.4,2348,16.5,125,All Levels,269.99,319.99,Normal,16476.0,96,50.0
699,Asp.Net Core : The Complete Guide To Build RESTful Api's,Asfend Yar Hamid,"Learn to build secure RESTful Api's with Asp.Net Core, Entity Framework and C# with .NET 7 2022",4.4,2344,8.0,135,All Levels,319.99,1599.99,Normal,10693.0,95,1280.0
700,The Complete GitHub Actions & Workflows Guide,Ali Alaa,"Automate Code Testing, Deployment & Versioning using CI/CD Workflows. Create & Publish GitHub Actions to the Marketplace",4.6,2330,8.0,63,Intermediate,319.99,749.99,Normal,16652.0,120,430.0
701,SQL- The Complete Introduction to SQL programming,Yassin Marco,Learn the basics of SQL programming and Data manipulation with the use SQL,4.2,2320,3.5,26,Beginner,269.99,419.99,Normal,145130.0,74,150.0
702,Learn Perl 5 By Doing It,John Purcell,"Learn Perl by actually creating useful, working Perl programs for everything from web scraping to fixing your data.",4.4,2310,14.0,67,Intermediate,229.99,269.99,Bestseller,15095.0,115,40.0
703,Build a Serverless App with AWS Lambda - Hands On!,"Sundog Education by Frank Kane, Brian Tajuddin, Frank Kane, Sundog Education Team","Create a chat web app using Amazon Web Services - Lambda, DynamoDB, API Gateway, S3, Cognito, CloudFront, and more.",4.6,2310,7.5,60,Beginner,229.99,269.99,Normal,19293.0,115,40.0
704,Python Programming Beginners Tutorial : Python 3 Programming,Ajay Tech,Python for Beginners Tutorial : Learn Python for Programmers : Python Programming Tutorial for Beginners : Best Python 3,4.3,2309,13.5,100,Beginner,229.99,1199.99,Normal,106299.0,120,970.0
705,Implement High Fidelity Designs with Material-UI and ReactJS,Zachary Reece,Bridge the gap between Design & Development! Break down detailed designs and bring them to life with Material-UI/React.,4.5,2301,40.5,247,Intermediate,319.99,349.99,Bestseller,15646.0,119,30.0
706,Learn Complete Front-End Web Development Course (2022),Fatah Gabrial,"Learn Complete Front End Web Development with HTML5, CSS3, Bootstrap 5, JavaScript, ECMAScript 6, Angular & React JS",4.4,2301,32.0,489,All Levels,269.99,1399.99,Normal,58062.0,116,1130.0
707,Regular Expressions for Beginners - Universal,"Edwin Diaz, Coding Faculty Solutions",Learn to use Regular Expressions (Regex) in all programming languages and tools the easy way with Edwin Diaz,4.5,2300,3.0,36,All Levels,229.99,719.99,Normal,9716.0,108,490.0
708,Azure Serverless Functions and Logic Apps,"Scott Duffy  • 800.000+ Students, Software Architect.ca","Learn about the new Serverless model for Cloud Apps, using Azure Functions, Logic Apps, and Event Grid.",4.3,2290,2.0,27,Beginner,269.99,479.99,Bestseller,15022.0,103,210.0
709,Practical Test Driven Development for Java Programmers,"Matt Greencroft, Virtual Pair Programmers","A truly practical approach to the fundamentals of test driven development in Java, featuring JUnit and Mockito,",4.4,2277,4.0,38,Beginner,269.99,749.99,Normal,12059.0,111,480.0
710,Build a Blockchain & Cryptocurrency | Full-Stack Edition,David Joseph Katz,"Updated for 2022-23: full-stack blockchain+crypto course! A backend + frontend with Node.js, Express, React, & more!",4.5,2272,15.0,138,Intermediate,319.99,1699.99,Normal,17937.0,116,1380.0
711,SQL Server Administration Part 2,Raphael Asghar,"Learn how to optimize, improve performance, review and analysis statistics, use monitoring tools,  and create indexes",4.6,2271,10.0,49,Beginner,199.99,229.99,Normal,13623.0,117,30.0
712,"(Jetpack, Architecture & More)Advanced Android Bootcamp 2022",Anushka Madusanka,"Android App Development with Jetpack, Compose, MVVM Clean Architecture, Dagger/Hilt, Coroutines, Testing, Retrofit, ...",4.6,2265,36.5,341,All Levels,269.99,719.99,Normal,11517.0,119,450.0
713,Data Processing with Logstash (and Filebeat),Bo Andersen,"Process data with Logstash, which is a key part of the ELK stack (Elasticsearch, Logstash, Kibana) and Elastic Stack.",4.4,2261,5.5,53,All Levels,229.99,779.99,Bestseller,15842.0,117,550.0
714,Build Your Own First Person Shooter / Survival Game in Unity,Game Institute Inc.,Part I: Create and Design Artificially Intelligent Game Characters with Advanced Animation Systems,4.2,2261,84.0,77,Intermediate,229.99,1199.99,Normal,23143.0,98,970.0
715,"Python for Network Engineers: Netmiko, NAPALM, pyntc, Telnet","David Bombal, Experts with David Bombal",Program networks using Python. Learn network automation and programmability with this practical course (Cisco networks),4.6,2255,14.0,176,Beginner,229.99,419.99,Normal,14313.0,119,190.0
716,Lua Programming and Game Development with LÖVE,Kyle Schaub,"Learn the basics of programming, then use that knowledge to create games with the beginner-friendly game engine: Love2D!",4.7,2250,8.5,82,All Levels,269.99,479.99,Normal,7930.0,120,210.0
717,Learn PHP Fundamentals From Scratch,"Eduonix Learning Solutions, Eduonix-Tech .",A Short Course on PHP Basics,3.9,2247,2.0,10,Beginner,199.99,229.99,Normal,64241.0,28,30.0
718,The Beginner's Guide to Artificial Intelligence (Unity 2022),"Penny de Byl, Penny @Holistic3D.com",A practical guide to programming non-player characters for games in the Unity Game Engine with C#,4.7,2242,30.0,185,Beginner,199.99,229.99,Normal,37805.0,97,30.0
719,Azure Devops Crash Course -Build CI/CD release pipelines,Rahul Shetty,"Step by step Tutorial to understand CI/CD pipelines ,Release activities, Docker, Code  Repos, Project Boards, in Azure",4.4,2240,7.5,50,All Levels,269.99,1299.99,Bestseller,16327.0,118,1030.0
720,Android N: From Beginner to Paid Professional,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",Comprehensive Android Nougat app development,4.2,2238,25.0,93,All Levels,269.99,1399.99,Normal,15710.0,44,1130.0
721,Create eLearning Courses with Articulate Storyline 360,Jeff Batt,In this course we cover everything from A-Z within Articulate Storyline.,4.6,2237,14.5,166,Beginner,229.99,1199.99,Bestseller,8492.0,72,970.0
722,Docker - Hands On for Java Developers,"Richard Chesterwood, Virtual Pair Programmers","Get real world, hands-on experience with Docker - deploy a Java Microservice Architecture using Docker and Docker Swarm",4.5,2234,8.5,80,All Levels,229.99,269.99,Normal,11720.0,119,40.0
723,Angular Core Deep Dive - Beginner to Advanced (Angular 14),Angular University,Updated to Angular 14: Learn all the Advanced Features of the Angular Core and Common modules,4.5,2233,9.0,74,All Levels,269.99,649.99,Normal,13207.0,93,380.0
724,Unit Testing Dotnet (.NET) Application with xUnit .net & MOQ,Aref Karimi,"Mocking Techniques, Test Driven Development (TDD), and Unit Testing Legacy Code with xUnit. NET + Interview Questions",4.2,2231,3.5,39,All Levels,319.99,719.99,Normal,9637.0,117,400.0
725,The Complete ARKit Course - Build 11 Augmented Reality Apps,"Codestars • over 2 million students worldwide!, Rayan Slim, Rob Percival, Jad Slim",Become an iOS Augmented Reality Developer by Building 11 High-Level AR Apps using ARKit in iOS 11 and Swift 4.,4.5,2224,9.5,94,All Levels,269.99,1299.99,Bestseller,16737.0,110,1030.0
726,Complete Machine Learning with R Studio - ML for 2022,Start-Tech Academy,"Linear & Logistic Regression, Decision Trees, XGBoost, SVM & other ML models in R programming language - R studio",4.7,2224,12.0,112,All Levels,229.99,319.99,Normal,254738.0,113,90.0
727,Deep Learning with TensorFlow 2.0 [2022],"365 Careers, 365 Careers Team","Build Deep Learning Algorithms with TensorFlow 2.0, Dive into Neural Networks and Apply Your Skills in a Business Case",4.5,2218,6.0,111,All Levels,229.99,1199.99,Normal,19827.0,118,970.0
728,Learn Ionic 3 From Scratch,Paul Halliday (BSc Hons),"Create Cross Platform Mobile Applications with Ionic 3, Angular 4, TypeScript and Firebase.",4.1,2215,12.5,217,All Levels,269.99,1299.99,Normal,8376.0,91,1030.0
729,Distributed Systems & Cloud Computing with Java,Michael Pogrebinsky | Software Architecture & Java Programming Expert,"Learn Distributed Java Applications at Scale, Parallel Programming, Distributed Computing & Cloud Software Architecture",4.7,2206,7.5,51,All Levels,319.99,1399.99,Bestseller,17294.0,119,1080.0
730,OpenAPI: Beginner to Guru,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",Master OpenAPI (formerly Swagger) to Create Specifications for Your APIs,4.5,2205,5.0,54,All Levels,229.99,1199.99,Bestseller,12306.0,72,970.0
731,SDET/Test Architect Essentials -Road to Full stack QA,"QA Test Academy, Rahul Shetty",Advanced Tutorial to Learn essential skills needed to transform your career from QA Engineer to SDET/Test Architect,4.6,2204,13.0,74,All Levels,199.99,229.99,Normal,17222.0,115,30.0
732,REST WCF Service in ASP.NET,Patrick God,Learn how to build a RESTful WCF Service in an ASP.NET web application and call its methods with JQuery.,4.4,2197,0.6833333333333333,5,All Levels,199.99,229.99,Normal,31330.0,104,30.0
733,ASP .Net MVC Quick Start,Brian Gorman,"Build your own public-facing CRUD (Create, Read, Update, Delete) website w/MVC and Entity Framework in a weekend.",4.4,2175,17.5,155,Intermediate,269.99,719.99,Normal,20743.0,113,450.0
734,Mainframe: The Complete COBOL Course From Beginner To Expert,Sandeep Kumar,Become an Expert on COBOL Programs by coding it. Run COBOL Programs with JCL. Basic TSO/ISPF operations are also covered,4.4,2173,9.5,93,All Levels,269.99,1299.99,Bestseller,10561.0,120,1030.0
735,Complete Wordpress Website Developer Course,Shubham Saurav,"Learn WordPress step by step to make beautiful blogs, websites,e-commerce sites to start your business ONLINE.",4.4,2168,4.5,52,All Levels,269.99,479.99,Normal,215815.0,110,210.0
736,Python for Beginners - Learn Programming from scratch,"Edwin Diaz, Coding Faculty Solutions",Python For Beginners : This course is meant for absolute beginners in programming or in python.,4.3,2165,2.5,42,All Levels,269.99,719.99,Normal,8419.0,95,450.0
737,Project Development Using JAVA for Beginners - 2022,Hemanth kumar,Learn Java from scratch and become Software Engineer.,4.5,2162,45.5,122,All Levels,269.99,319.99,Normal,221510.0,53,50.0
738,Learn Cucumber BDD From Scratch+ Automation Framework Design,Dezlearn Education,"Highest Rated Course on Cucumber BDD! Learn Cucumber with Java, Maven, JUnit, Selenium WebDriver, Page Object Model.",4.5,2161,4.0,35,All Levels,229.99,599.99,Normal,8060.0,116,370.0
739,Just Express (with a bunch of node and http). In detail.,Robert Bunch,"No MERN or MEAN... just Express js. For those who've learned a bit about the most awesome node framework, and want more.",4.6,2160,12.5,59,Intermediate,319.99,529.99,Normal,10427.0,120,210.0
740,Unity C# Scripting : Complete C# For Unity Game Development,"Raja Biswas, Charger Games","Learn C# Scripting for Unity Game Development from Basics, Create your own 3D & 2D Games With Unity & C#. (2022 Updated)",4.6,2159,25.5,114,Beginner,319.99,1599.99,Bestseller,12588.0,120,1280.0
741,ISTQB Certified Tester - Foundation Level 2022 - Accredited,Wouter Vrijen,An ISTQB Accredited course for the Certified Tester Foundation Level (CTFL) on the 2018 Syllabus.,4.6,2158,11.5,77,All Levels,269.99,319.99,Normal,9695.0,97,50.0
742,IntelliJ IDEA Tricks to Boost Productivity for Java Devs,"Tao W., James Lee",Fast Coding Tricks of IntelliJ IDEA that Every Java Developer Should Know. Instant Productivity Boost Tutorial.,4.5,2155,1.5,32,All Levels,269.99,719.99,Bestseller,13851.0,111,450.0
743,Learn RabbitMQ: Asynchronous Messaging with Java and Spring,Niyazi Erdogan,"Learn how to develop Queues, Exchanges, Routings and Listeners with Rabbit MQ using Java and Spring!",4.3,2154,2.5,33,All Levels,269.99,649.99,Normal,9342.0,100,380.0
744,"Laravel 2019, the complete guide with real world projects",Kati Frantz,Build simple to advanced web applications using the PHP's most popular web framework - Completely re-recorded for 5.8,4.8,2149,24.0,194,All Levels,319.99,1399.99,Normal,17018.0,117,1080.0
745,GUI Development with Python and Tkinter,"Jose Salvatierra, Teclado by Jose Salvatierra",Master Python GUI development using Tkinter to build desktop applications!,4.7,2148,11.0,116,Intermediate,319.99,1599.99,Bestseller,12481.0,74,1280.0
746,The Complete JavaScript Course - Beginner to Professional,"Codestars • over 2 million students worldwide!, Laurence Svekis, Rob Percival","The only course you need to become a JavaScript developer - 45 JavaScript projects, ES6, JSON, AJAX & much more!",4.6,2139,36.5,421,All Levels,269.99,1399.99,Normal,12361.0,112,1130.0
747,Python OOP - Object Oriented Programming for Beginners,Estefania Cassingena Navone,"Learn Object Oriented Programming in Python with Step-by-Step Video Lectures, Projects, Exercises, Diagrams and More.",4.5,2137,18.5,276,Beginner,269.99,519.99,Normal,11764.0,117,250.0
748,Java Basics: Learn to Code the Right Way,Grant Klimaytys,"Learn Java Using this Course, Then Move on to Make Desktop, Web and Android Applications!",4.2,2136,1.5,15,Beginner,199.99,229.99,Normal,27074.0,89,30.0
749,Learn C++ by Creating,Andrew Volk,Learn Programming Basics in C++ with a project based approach,3.7,2135,1.5,16,Beginner,199.99,229.99,Normal,30874.0,61,30.0
750,Git & GitHub For Beginners - Master Git and GitHub (2021),Vlad Budnitski,Git & GitHub Masterclass for Beginners - Master Practical Key Concepts and Workflow of Git and Git Hub (Let's GIT IT!),4.3,2134,9.5,72,Beginner,319.99,719.99,Bestseller,78093.0,118,400.0
751,Modern JavaScript for React JS - ES6 [2022],"EdYoda Digital University, Qaifi Khan",A complete guide for beginners to learn the essential topics of ES6 which are required to learn React JS,4.2,2130,1.5,16,Intermediate,229.99,319.99,Normal,213526.0,104,90.0
